ep,vl,vr,e,delta_e
0,0.02,0.22,-0.39,-0.39
-0.39,0.12,0.42,-0.23,0.16
-0.23,0.45,0.56,0.24,0.47
0.24,0.76,0.6,0.39,0.15
0.39,0.87,0.74,-0.09,-0.48
-0.09,0.9,0.95,-0.56,-0.47
-0.56,0.94,1.1,-0.1,0.46
-0.1,1.17,1.04,0.66,0.76
0.66,1.36,1.01,0.37,-0.29
0.37,1.26,1.19,-0.7,-1.07
-0.7,1.11,1.43,-0.66,0.04
-0.66,1.23,1.33,0.55,1.21
0.55,1.54,1.1,0.81,0.26
0.81,1.51,1.14,-0.24,-1.05
-0.24,1.23,1.45,-0.92,-0.68
-0.92,1.19,1.56,-0.16,0.76
-0.16,1.43,1.31,0.75,0.91
0.75,1.6,1.11,0.61,-0.14
0.61,1.46,1.23,-0.53,-1.14
-0.53,1.17,1.52,-0.79,-0.26
-0.79,1.22,1.48,0.18,0.97
0.18,1.51,1.22,0.81,0.63
0.81,1.59,1.18,0.33,-0.48
0.33,1.37,1.4,-0.88,-1.21
-0.88,1.18,1.64,-0.75,0.13
-0.75,1.36,1.47,0.66,1.41
0.66,1.67,1.18,0.92,0.26
0.92,1.62,1.22,-0.08,-1
-0.08,1.33,1.54,-0.9,-0.82
-0.9,1.23,1.59,-0.11,0.79
-0.11,1.48,1.37,0.85,0.96
0.85,1.64,1.2,0.67,-0.18
0.67,1.46,1.38,-0.61,-1.28
-0.61,1.16,1.68,-0.93,-0.32
-0.93,1.21,1.61,0.11,1.04
0.11,1.53,1.3,0.85,0.74
0.85,1.64,1.2,0.42,-0.43
0.42,1.43,1.42,-0.75,-1.17
-0.75,1.23,1.66,-0.71,0.04
-0.71,1.34,1.53,0.6,1.31
0.6,1.65,1.24,0.96,0.36
0.96,1.6,1.27,-0.17,-1.13
-0.17,1.3,1.58,-0.93,-0.76
-0.93,1.26,1.64,-0.13,0.8
-0.13,1.53,1.39,0.84,0.97
0.84,1.66,1.24,0.67,-0.17
0.67,1.49,1.39,-0.72,-1.39
-0.72,1.19,1.67,-0.89,-0.17
-0.89,1.29,1.58,0.38,1.27
0.38,1.6,1.26,0.95,0.57
0.95,1.64,1.21,0.09,-0.86
0.09,1.37,1.53,-0.77,-0.86
-0.77,1.22,1.64,-0.44,0.33
-0.44,1.39,1.43,0.75,1.19
0.75,1.65,1.21,0.79,0.04
0.79,1.52,1.29,-0.47,-1.26
-0.47,1.24,1.57,-0.82,-0.35
-0.82,1.27,1.55,0.3,1.12
0.3,1.54,1.28,0.9,0.6
0.9,1.61,1.25,0.32,-0.58
0.32,1.35,1.48,-0.59,-0.91
-0.59,1.18,1.64,-0.7,-0.11
-0.7,1.26,1.51,0.32,1.02
0.32,1.55,1.27,0.83,0.51
0.83,1.6,1.22,0.17,-0.66
0.17,1.38,1.45,-0.82,-0.99
-0.82,1.22,1.64,-0.38,0.44
-0.38,1.4,1.39,0.71,1.09
0.71,1.64,1.2,0.79,0.08
0.79,1.51,1.26,-0.27,-1.06
-0.27,1.23,1.57,-0.9,-0.63
-0.9,1.2,1.61,-0.16,0.74
-0.16,1.48,1.35,0.87,1.03
0.87,1.67,1.2,0.58,-0.29
0.58,1.49,1.4,-0.76,-1.34
-0.76,1.19,1.68,-0.83,-0.07
-0.83,1.28,1.54,0.33,1.16
0.33,1.6,1.24,0.87,0.54
0.87,1.64,1.17,0.15,-0.72
0.15,1.37,1.41,-0.79,-0.94
-0.79,1.22,1.61,-0.52,0.27
-0.52,1.35,1.43,0.64,1.16
0.82,0,0.08,-0.03,-0.85
-0.03,0,0.46,-0.87,-0.84
-0.87,0.16,0.77,-0.43,0.44
-0.43,0.63,0.74,0.66,1.09
0.66,1.02,0.61,0.63,-0.03
0.63,1.04,0.83,-0.63,-1.26
-0.63,0.85,1.18,-0.92,-0.29
-0.92,0.94,1.19,0.2,1.12
0.2,1.31,0.97,0.84,0.64
0.84,1.45,0.95,0.21,-0.63
0.21,1.26,1.22,-0.93,-1.14
-0.93,1.13,1.46,-0.73,0.2
-0.73,1.32,1.31,0.54,1.27
0.54,1.62,1.05,0.88,0.34
0.88,1.59,1.1,-0.01,-0.89
-0.01,1.3,1.38,-0.92,-0.91
-0.92,1.14,1.5,-0.58,0.34
-0.58,1.31,1.3,0.69,1.27
0.69,1.59,1.06,0.86,0.17
0.86,1.51,1.15,-0.2,-1.06
-0.2,1.23,1.5,-0.9,-0.7
-0.9,1.2,1.58,-0.24,0.66
-0.24,1.48,1.34,0.83,1.07
0.83,1.67,1.17,0.6,-0.23
0.6,1.49,1.34,-0.65,-1.25
-0.65,1.21,1.61,-0.88,-0.23
-0.88,1.27,1.51,0.41,1.29
0.41,1.58,1.21,0.92,0.51
0.92,1.62,1.19,0.07,-0.85
0.07,1.34,1.49,-0.88,-0.95
-0.88,1.23,1.65,-0.56,0.32
-0.56,1.44,1.42,0.85,1.41
0.85,1.72,1.2,0.89,0.04
0.89,1.57,1.3,-0.39,-1.28
-0.39,1.26,1.62,-0.91,-0.52
-0.91,1.23,1.63,-0.11,0.8
-0.11,1.52,1.37,0.92,1.03
0.92,1.7,1.23,0.56,-0.36
0.56,1.5,1.43,-0.57,-1.13
-0.57,1.24,1.66,-0.78,-0.21
-0.78,1.29,1.57,0.28,1.06
0.28,1.55,1.3,0.9,0.62
0.9,1.58,1.22,0.22,-0.68
0.22,1.37,1.45,-0.98,-1.2
-0.98,1.21,1.66,-0.66,0.32
-0.66,1.41,1.45,0.83,1.49
0.83,1.73,1.2,0.96,0.13
0.96,1.62,1.26,-0.41,-1.37
-0.41,1.3,1.63,-0.93,-0.52
-0.93,1.3,1.64,0.25,1.18
0.25,1.56,1.33,0.95,0.7
0.95,1.65,1.27,0.23,-0.72
0.23,1.38,1.49,-0.81,-1.04
-0.81,1.24,1.69,-0.56,0.25
-0.56,1.39,1.5,0.72,1.28
0.72,1.67,1.22,0.93,0.21
0.93,1.58,1.27,-0.38,-1.31
-0.38,1.28,1.62,-0.89,-0.51
-0.89,1.27,1.63,0.2,1.09
0.2,1.55,1.35,0.92,0.72
0.92,1.64,1.26,0.38,-0.54
0.38,1.39,1.49,-0.72,-1.1
-0.72,1.2,1.71,-0.74,-0.02
-0.74,1.3,1.57,0.43,1.17
0.43,1.6,1.25,0.89,0.46
0.89,1.6,1.18,0.19,-0.7
0.19,1.34,1.43,-0.9,-1.09
-0.9,1.21,1.6,-0.55,0.35
-0.55,1.41,1.42,0.79,1.34
0.79,1.67,1.14,0.95,0.16
0.95,1.57,1.25,-0.14,-1.09
-0.14,1.28,1.58,-0.97,-0.83
-0.97,1.22,1.7,-0.29,0.68
-0.29,1.5,1.44,0.88,1.17
0.88,1.74,1.21,0.78,-0.1
0.78,1.55,1.35,-0.46,-1.24
-0.46,1.24,1.64,-0.81,-0.35
-0.81,1.27,1.59,0.02,0.83
0.02,1.52,1.31,0.88,0.86
0.88,1.63,1.19,0.39,-0.49
0.39,1.41,1.39,-0.93,-1.32
-0.93,1.15,1.67,-0.79,0.14
-0.79,1.26,1.46,0.66,1.45
0.47,0.04,0.16,-0.37,-0.84
-0.37,0.12,0.52,-0.62,-0.25
-0.62,0.37,0.7,0.15,0.77
0.15,0.76,0.62,0.61,0.46
0.61,0.97,0.68,0.14,-0.47
0.14,0.91,0.92,-0.76,-0.9
-0.76,0.91,1.16,-0.58,0.18
-0.58,1.11,1.07,0.61,1.19
0.61,1.41,0.85,0.83,0.22
0.83,1.39,0.96,-0.19,-1.02
-0.19,1.13,1.25,-0.94,-0.75
-0.94,1.1,1.4,-0.47,0.47
-0.47,1.34,1.2,0.75,1.22
0.75,1.63,1.02,0.81,0.06
0.81,1.51,1.12,-0.28,-1.09
-0.28,1.23,1.39,-0.85,-0.57
-0.85,1.14,1.45,-0.33,0.52
-0.33,1.31,1.22,0.73,1.06
0.73,1.53,1.06,0.72,-0.01
0.72,1.38,1.13,-0.26,-0.98
-0.26,1.13,1.4,-0.9,-0.64
-0.9,1.12,1.46,-0.25,0.65
-0.25,1.38,1.23,0.76,1.01
0.76,1.58,1.1,0.67,-0.09
0.67,1.43,1.22,-0.48,-1.15
-0.48,1.16,1.5,-0.92,-0.44
-0.92,1.21,1.48,0.16,1.08
0.16,1.49,1.22,0.89,0.73
0.89,1.59,1.16,0.31,-0.58
0.31,1.35,1.39,-0.84,-1.15
-0.84,1.2,1.61,-0.7,0.14
-0.7,1.3,1.41,0.55,1.25
0.55,1.58,1.13,0.99,0.44
0.99,1.54,1.14,0.16,-0.83
0.16,1.28,1.39,-0.93,-1.09
-0.93,1.16,1.59,-0.52,0.41
-0.52,1.35,1.42,0.76,1.28
0.76,1.64,1.15,0.93,0.17
0.93,1.53,1.2,-0.01,-0.94
-0.01,1.24,1.52,-0.85,-0.84
-0.85,1.18,1.66,-0.32,0.53
-0.32,1.4,1.41,0.79,1.11
0.79,1.62,1.2,0.86,0.07
0.86,1.48,1.24,-0.37,-1.23
-0.37,1.2,1.55,-0.98,-0.61
-0.98,1.22,1.58,-0.04,0.94
-0.04,1.5,1.31,0.94,0.98
0.94,1.66,1.21,0.68,-0.26
0.68,1.47,1.38,-0.68,-1.36
-0.68,1.19,1.67,-0.98,-0.3
-0.98,1.23,1.59,0.32,1.3
0.32,1.57,1.3,0.98,0.66
0.98,1.65,1.24,0.17,-0.81
0.17,1.36,1.47,-0.94,-1.11
-0.94,1.23,1.7,-0.54,0.4
-0.54,1.4,1.46,0.76,1.3
0.76,1.66,1.18,0.92,0.16
0.92,1.55,1.21,-0.35,-1.27
-0.35,1.24,1.53,-0.92,-0.57
-0.92,1.21,1.58,0.07,0.99
0.07,1.51,1.3,0.93,0.86
0.93,1.63,1.22,0.5,-0.43
0.5,1.42,1.42,-0.69,-1.19
-0.69,1.18,1.68,-0.8,-0.11
-0.8,1.22,1.56,0.03,0.83
0.03,1.52,1.29,0.86,0.83
0.86,1.65,1.17,0.51,-0.35
0.51,1.44,1.36,-0.67,-1.18
-0.67,1.21,1.61,-0.91,-0.24
-0.91,1.25,1.5,0.54,1.45
0.54,1.6,1.2,0.9,0.36
0.9,1.6,1.2,0.23,-0.67
0.23,1.32,1.48,-0.97,-1.2
-0.97,1.18,1.69,-0.59,0.38
-0.59,1.4,1.47,0.8,1.39
0.8,1.7,1.17,0.93,0.13
0.93,1.58,1.2,-0.14,-1.07
-0.14,1.26,1.54,-0.94,-0.8
-0.94,1.19,1.65,-0.4,0.54
-0.4,1.45,1.4,0.82,1.22
0.82,1.7,1.18,0.85,0.03
0.85,1.54,1.26,-0.47,-1.32
-0.47,1.23,1.59,-0.9,-0.43
0.4,0,0.18,-0.62,-1.02
-0.62,0.02,0.53,-0.81,-0.19
-0.81,0.3,0.64,0.2,1.01
0.2,0.76,0.53,0.78,0.58
0.78,0.95,0.59,0.18,-0.6
0.18,0.86,0.89,-0.87,-1.05
-0.87,0.79,1.11,-0.65,0.22
-0.65,1.01,1.05,0.58,1.23
0.58,1.35,0.86,0.84,0.26
0.84,1.32,0.93,-0.03,-0.87
-0.03,1.09,1.2,-0.85,-0.82
-0.85,1.01,1.38,-0.61,0.24
-0.61,1.21,1.21,0.65,1.26
0.65,1.55,0.96,0.85,0.2
0.85,1.46,1.05,-0.18,-1.03
-0.18,1.19,1.38,-0.89,-0.71
-0.89,1.13,1.48,-0.31,0.58
-0.31,1.36,1.27,0.81,1.12
0.81,1.57,1.09,0.7,-0.11
0.7,1.42,1.22,-0.48,-1.18
-0.48,1.15,1.49,-0.93,-0.45
-0.93,1.18,1.49,-0.06,0.87
-0.06,1.45,1.24,0.91,0.97
0.91,1.62,1.13,0.54,-0.37
0.54,1.41,1.34,-0.75,-1.29
-0.75,1.13,1.55,-0.97,-0.22
-0.97,1.24,1.46,0.31,1.28
0.31,1.54,1.17,0.9,0.59
0.9,1.59,1.12,0.51,-0.39
0.51,1.35,1.29,-0.65,-1.16
-0.65,1.12,1.53,-0.8,-0.15
-0.8,1.18,1.47,0.25,1.05
0.25,1.5,1.19,0.88,0.63
0.88,1.6,1.16,0.3,-0.58
0.3,1.36,1.38,-0.73,-1.03
-0.73,1.19,1.57,-0.69,0.04
-0.69,1.27,1.43,0.5,1.19
0.5,1.54,1.15,0.93,0.43
0.93,1.53,1.16,0.28,-0.65
0.28,1.28,1.37,-0.92,-1.2
-0.92,1.13,1.61,-0.74,0.18
-0.74,1.28,1.43,0.79,1.53
0.79,1.63,1.14,1.05,0.26
1.05,1.56,1.2,0.06,-0.99
0.06,1.27,1.52,-1.04,-1.1
-1.04,1.17,1.67,-0.57,0.47
-0.57,1.38,1.44,0.83,1.4
0.83,1.68,1.17,1,0.17
1,1.55,1.24,-0.25,-1.25
-0.25,1.24,1.57,-0.86,-0.61
-0.86,1.21,1.64,-0.1,0.76
-0.1,1.45,1.37,0.95,1.05
0.95,1.62,1.19,0.68,-0.27
0.68,1.41,1.34,-0.75,-1.43
-0.75,1.15,1.65,-0.88,-0.13
-0.88,1.22,1.52,0.24,1.12
0.24,1.52,1.22,0.89,0.65
0.89,1.61,1.17,0.46,-0.43
0.46,1.37,1.36,-0.67,-1.13
-0.67,1.1,1.61,-0.86,-0.19
-0.86,1.16,1.52,0.1,0.96
0.1,1.49,1.24,0.83,0.73
0.83,1.59,1.15,0.4,-0.43
0.4,1.39,1.34,-0.75,-1.15
-0.75,1.15,1.57,-0.8,-0.05
-0.8,1.28,1.42,0.61,1.41
0.61,1.61,1.15,0.9,0.29
0.9,1.56,1.18,0.05,-0.85
0.05,1.27,1.47,-0.97,-1.02
-0.97,1.16,1.61,-0.57,0.4
-0.57,1.37,1.39,0.8,1.37
0.8,1.69,1.15,0.95,0.15
0.95,1.55,1.2,-0.28,-1.23
-0.28,1.24,1.58,-0.89,-0.61
-0.89,1.21,1.63,-0.45,0.44
-0.45,1.43,1.38,0.78,1.23
0.78,1.69,1.14,0.9,0.12
0.9,1.53,1.2,-0.3,-1.2
-0.3,1.24,1.5,-0.9,-0.6
-0.9,1.19,1.56,-0.01,0.89
-0.01,1.48,1.31,0.86,0.87
0.86,1.64,1.16,0.59,-0.27
0.59,1.43,1.33,-0.64,-1.23
0.24,0.02,0.1,-0.39,-0.63
-0.39,0.06,0.38,-0.42,-0.03
-0.42,0.34,0.5,0.33,0.75
0.33,0.76,0.5,0.53,0.2
0.53,0.9,0.7,-0.4,-0.93
-0.4,0.82,1.06,-0.78,-0.38
-0.78,0.94,1.15,0.34,1.12
0.34,1.31,0.94,0.82,0.48
0.82,1.39,0.99,-0.27,-1.09
-0.27,1.15,1.31,-0.94,-0.67
-0.94,1.12,1.41,0.08,1.02
0.08,1.48,1.17,0.83,0.75
0.83,1.62,1.11,0.22,-0.61
0.22,1.38,1.39,-0.93,-1.15
-0.93,1.22,1.61,-0.48,0.45
-0.48,1.46,1.39,0.78,1.26
0.78,1.75,1.13,0.81,0.03
0.81,1.6,1.27,-0.61,-1.42
-0.61,1.28,1.67,-0.81,-0.2
-0.81,1.32,1.6,0.58,1.39
0.58,1.72,1.3,0.82,0.24
0.82,1.65,1.32,-0.36,-1.18
-0.36,1.3,1.66,-0.92,-0.56
-0.92,1.28,1.66,0.19,1.11
0.19,1.65,1.37,0.93,0.74
0.93,1.72,1.3,0.17,-0.76
0.17,1.43,1.58,-0.92,-1.09
-0.92,1.27,1.78,-0.59,0.33
-0.59,1.53,1.53,0.91,1.5
0.91,1.87,1.22,0.83,-0.08
0.83,1.65,1.38,-0.59,-1.42
-0.59,1.32,1.74,-0.83,-0.24
-0.83,1.38,1.67,0.48,1.31
0.48,1.74,1.36,0.84,0.36
0.84,1.73,1.39,-0.21,-1.05
-0.21,1.41,1.69,-0.87,-0.66
-0.87,1.35,1.73,0.14,1.01
0.14,1.64,1.45,0.91,0.77
0.91,1.75,1.36,0.09,-0.82
0.09,1.46,1.6,-1,-1.09
-1,1.33,1.76,-0.36,0.64
-0.36,1.56,1.49,1.02,1.38
1.02,1.87,1.21,0.9,-0.12
0.9,1.58,1.35,-0.67,-1.57
-0.67,1.24,1.74,-0.91,-0.24
-0.91,1.29,1.63,0.61,1.52
0.61,1.67,1.31,1.01,0.4
1.01,1.62,1.34,-0.33,-1.34
-0.33,1.28,1.7,-0.95,-0.62
-0.95,1.26,1.76,0.02,0.97
0.02,1.57,1.41,1.01,0.99
1.01,1.75,1.24,0.46,-0.55
0.46,1.46,1.48,-1.02,-1.48
-1.02,1.17,1.78,-0.87,0.15
-0.87,1.32,1.52,0.78,1.65
0.78,1.75,1.2,0.92,0.14
0.92,1.66,1.28,-0.18,-1.1
-0.18,1.33,1.6,-0.8,-0.62
-0.8,1.2,1.66,-0.24,0.56
-0.24,1.46,1.41,0.81,1.05
0.81,1.67,1.23,0.55,-0.26
0.55,1.5,1.38,-0.73,-1.28
-0.73,1.2,1.69,-0.95,-0.22
-0.95,1.3,1.55,0.43,1.38
0.43,1.66,1.24,0.87,0.44
0.87,1.71,1.23,0.18,-0.69
0.18,1.39,1.53,-0.9,-1.08
-0.9,1.21,1.7,-0.65,0.25
-0.65,1.37,1.46,0.73,1.38
0.73,1.73,1.17,0.95,0.22
0.95,1.61,1.25,-0.03,-0.98
-0.03,1.29,1.54,-0.97,-0.94
-0.97,1.19,1.71,-0.4,0.57
-0.4,1.47,1.41,0.88,1.28
0.88,1.72,1.15,0.8,-0.08
0.8,1.51,1.26,-0.51,-1.31
-0.51,1.21,1.59,-0.94,-0.43
-0.94,1.23,1.57,0.25,1.19
0.25,1.56,1.28,0.91,0.66
0.91,1.65,1.2,0.17,-0.74
0.17,1.36,1.46,-0.88,-1.05
-0.88,1.19,1.63,-0.51,0.37
-0.51,1.37,1.38,0.71,1.22
-0.1,0.14,0.02,0.36,0.46
0.36,0.43,0.14,0.12,-0.24
0.12,0.55,0.47,-0.53,-0.65
-0.53,0.66,0.8,-0.38,0.15
-0.38,0.91,0.8,0.68,1.06
0.68,1.24,0.74,0.63,-0.05
0.63,1.16,0.91,-0.78,-1.41
-0.78,0.92,1.33,-0.89,-0.11
-0.89,1.06,1.24,0.63,1.52
0.63,1.53,0.99,0.9,0.27
0.9,1.5,1.09,-0.54,-1.44
-0.54,1.2,1.52,-0.98,-0.44
-0.98,1.2,1.53,0.29,1.27
0.29,1.58,1.23,0.88,0.59
0.88,1.64,1.18,0,-0.88
0,1.34,1.46,-1.03,-1.03
-1.03,1.19,1.65,-0.36,0.67
-0.36,1.41,1.38,0.78,1.14
0.78,1.67,1.15,0.74,-0.04
0.74,1.5,1.24,-0.5,-1.24
-0.5,1.2,1.57,-0.88,-0.38
-0.88,1.26,1.56,0.35,1.23
0.35,1.59,1.26,0.9,0.55
0.9,1.63,1.21,0.05,-0.85
0.05,1.34,1.53,-1.02,-1.07
-1.02,1.21,1.7,-0.53,0.49
-0.53,1.47,1.44,0.88,1.41
0.88,1.8,1.15,0.92,0.04
0.92,1.6,1.32,-0.5,-1.42
-0.5,1.28,1.64,-0.9,-0.4
-0.9,1.32,1.63,0.54,1.44
0.54,1.64,1.3,0.91,0.37
0.91,1.61,1.3,-0.21,-1.12
-0.21,1.31,1.64,-0.96,-0.75
-0.96,1.23,1.73,-0.01,0.95
-0.01,1.6,1.45,0.97,0.98
0.97,1.78,1.3,0.37,-0.6
0.37,1.5,1.56,-0.94,-1.31
-0.94,1.2,1.79,-0.76,0.18
-0.76,1.38,1.57,0.79,1.55
0.79,1.79,1.24,1,0.21
1,1.63,1.33,-0.65,-1.65
-0.65,1.3,1.76,-1,-0.35
-1,1.38,1.69,0.67,1.67
0.67,1.83,1.35,1.03,0.36
1.03,1.76,1.36,-0.29,-1.32
-0.29,1.39,1.73,-1.01,-0.72
-1.01,1.31,1.78,0.16,1.17
0.16,1.67,1.45,1.04,0.88
1.04,1.78,1.3,0.16,-0.88
0.16,1.46,1.62,-0.92,-1.08
-0.92,1.29,1.79,-0.43,0.49
-0.43,1.53,1.54,0.98,1.41
0.98,1.84,1.25,0.88,-0.1
0.88,1.6,1.36,-0.76,-1.64
-0.76,1.28,1.77,-0.89,-0.13
-0.89,1.34,1.63,0.72,1.61
0.72,1.75,1.31,0.98,0.26
0.98,1.66,1.33,-0.2,-1.18
-0.2,1.33,1.72,-0.91,-0.71
-0.91,1.26,1.82,-0.31,0.6
-0.31,1.53,1.49,0.9,1.21
0.9,1.8,1.27,0.66,-0.24
0.66,1.54,1.4,-0.86,-1.52
-0.86,1.24,1.74,-0.86,0
-0.86,1.37,1.59,0.68,1.54
0.68,1.75,1.25,0.92,0.24
0.92,1.66,1.3,-0.26,-1.18
-0.26,1.33,1.62,-0.97,-0.71
-0.97,1.3,1.72,0.06,1.03
0.06,1.62,1.39,0.94,0.88
0.94,1.76,1.24,0.37,-0.57
0.37,1.47,1.49,-0.91,-1.28
-0.91,1.25,1.77,-0.71,0.2
-0.71,1.46,1.52,0.73,1.44
0.73,1.77,1.21,0.88,0.15
0.88,1.66,1.31,-0.37,-1.25
-0.37,1.33,1.63,-0.85,-0.48
-0.85,1.32,1.64,0.39,1.24
0.39,1.64,1.33,0.79,0.4
0.79,1.67,1.31,-0.02,-0.81
-0.02,1.38,1.57,-0.95,-0.93
-0.95,1.28,1.69,-0.14,0.81
0.68,0,0.14,-0.51,-1.19
-0.51,0,0.61,-0.85,-0.34
-0.85,0.28,0.77,0.41,1.26
0.41,0.88,0.62,0.84,0.43
0.84,1.03,0.75,-0.53,-1.37
-0.53,0.84,1.2,-0.94,-0.41
-0.94,0.95,1.26,0.29,1.23
0.29,1.38,1.03,0.84,0.55
0.84,1.51,1.04,-0.19,-1.03
-0.19,1.24,1.37,-0.92,-0.73
-0.92,1.2,1.48,-0.08,0.84
-0.08,1.5,1.24,0.9,0.98
0.9,1.68,1.14,0.29,-0.61
0.29,1.42,1.39,-0.82,-1.11
-0.82,1.2,1.63,-0.75,0.07
-0.75,1.4,1.44,0.61,1.36
0.61,1.76,1.16,0.83,0.22
0.83,1.69,1.28,-0.39,-1.22
-0.39,1.35,1.65,-0.8,-0.41
-0.8,1.36,1.66,0.21,1.01
0.21,1.63,1.35,0.87,0.66
0.87,1.7,1.3,-0.02,-0.89
-0.02,1.42,1.56,-1.01,-0.99
-1.01,1.3,1.71,-0.02,0.99
-0.02,1.62,1.4,1.03,1.05
1.03,1.79,1.22,0.44,-0.59
0.44,1.5,1.52,-1,-1.44
-1,1.2,1.82,-0.82,0.18
-0.82,1.42,1.57,0.8,1.62
0.8,1.81,1.26,0.98,0.18
0.98,1.67,1.37,-0.53,-1.51
-0.53,1.34,1.81,-0.92,-0.39
-0.92,1.39,1.77,0.44,1.36
0.44,1.77,1.42,0.95,0.51
0.95,1.78,1.37,-0.13,-1.08
-0.13,1.44,1.72,-1.02,-0.89
-1.02,1.37,1.81,0.03,1.05
0.03,1.7,1.45,1.03,1
1.03,1.84,1.3,0.4,-0.63
0.4,1.53,1.52,-1.05,-1.45
-1.05,1.22,1.82,-0.71,0.34
-0.71,1.42,1.53,0.89,1.6
0.89,1.82,1.23,0.97,0.08
0.97,1.65,1.34,-0.53,-1.5
-0.53,1.32,1.77,-1.02,-0.49
-1.02,1.38,1.74,0.56,1.58
0.56,1.82,1.37,1.05,0.49
1.05,1.8,1.38,-0.21,-1.26
-0.21,1.44,1.76,-0.97,-0.76
-0.97,1.37,1.85,-0.03,0.94
-0.03,1.66,1.52,1.03,1.06
1.03,1.83,1.34,0.48,-0.55
0.48,1.56,1.57,-0.94,-1.42
-0.94,1.25,1.89,-0.78,0.16
-0.78,1.42,1.64,0.74,1.52
0.74,1.81,1.31,0.8,0.06
0.8,1.69,1.37,-0.44,-1.24
-0.44,1.35,1.71,-0.85,-0.41
-0.85,1.36,1.69,0.29,1.14
0.29,1.71,1.37,0.9,0.61
0.9,1.77,1.34,-0.16,-1.06
-0.16,1.43,1.65,-0.92,-0.76
-0.92,1.33,1.72,-0.04,0.88
-0.04,1.62,1.44,0.88,0.92
0.88,1.8,1.31,0.39,-0.49
0.39,1.54,1.55,-0.99,-1.38
-0.99,1.25,1.8,-0.84,0.15
-0.84,1.42,1.56,0.81,1.65
0.81,1.86,1.25,0.93,0.12
0.93,1.73,1.36,-0.78,-1.71
-0.78,1.32,1.79,-0.92,-0.14
-0.92,1.4,1.65,0.65,1.57
0.65,1.82,1.32,0.98,0.33
0.98,1.75,1.4,-0.36,-1.34
-0.36,1.38,1.78,-0.92,-0.56
-0.92,1.41,1.8,0.31,1.23
0.31,1.72,1.44,0.9,0.59
0.9,1.76,1.35,-0.05,-0.95
-0.05,1.45,1.64,-0.99,-0.94
-0.99,1.32,1.71,-0.05,0.94
-0.05,1.57,1.41,1.04,1.09
1.04,1.8,1.23,0.61,-0.43
0.61,1.52,1.48,-0.93,-1.54
-0.22,0.06,0,0.35,0.57
0.35,0.35,0.08,0.41,0.06
0.41,0.48,0.32,-0.34,-0.75
-0.34,0.5,0.68,-0.54,-0.2
-0.54,0.68,0.82,0.36,0.9
0.36,1.05,0.72,0.76,0.4
0.76,1.16,0.83,-0.26,-1.02
-0.26,0.97,1.19,-0.87,-0.61
-0.87,0.97,1.31,0.12,0.99
0.12,1.36,1.09,0.93,0.81
0.93,1.51,1.05,0.12,-0.81
0.12,1.26,1.38,-1,-1.12
-1,1.13,1.6,-0.36,0.64
-0.36,1.41,1.38,0.86,1.22
0.86,1.68,1.15,0.78,-0.08
0.78,1.51,1.32,-0.74,-1.52
-0.74,1.19,1.71,-0.92,-0.18
-0.92,1.27,1.61,0.47,1.39
0.47,1.7,1.29,0.96,0.49
0.96,1.7,1.29,-0.18,-1.14
-0.18,1.38,1.65,-0.91,-0.73
-0.91,1.3,1.72,0.02,0.93
0.02,1.6,1.42,0.92,0.9
0.92,1.76,1.29,0.31,-0.61
0.31,1.47,1.54,-0.88,-1.19
-0.88,1.24,1.77,-0.62,0.26
-0.62,1.45,1.55,0.83,1.45
0.83,1.8,1.24,0.9,0.07
0.9,1.62,1.33,-0.64,-1.54
-0.64,1.29,1.75,-0.87,-0.23
-0.87,1.38,1.68,0.56,1.43
0.56,1.76,1.34,0.89,0.33
0.89,1.69,1.35,-0.62,-1.51
-0.62,1.35,1.7,-0.88,-0.26
-0.88,1.34,1.64,0.6,1.48
0.6,1.73,1.31,0.98,0.38
0.98,1.69,1.35,-0.4,-1.38
-0.4,1.35,1.74,-0.93,-0.53
-0.93,1.34,1.75,0.38,1.31
0.38,1.71,1.42,0.99,0.61
0.99,1.71,1.32,0,-0.99
0,1.41,1.65,-0.99,-0.99
-0.99,1.31,1.8,-0.06,0.93
-0.06,1.62,1.5,1.05,1.11
1.05,1.8,1.28,0.4,-0.65
0.4,1.52,1.55,-0.99,-1.39
-0.99,1.22,1.86,-0.9,0.09
-0.9,1.39,1.59,0.67,1.57
0.67,1.81,1.25,0.96,0.29
0.96,1.73,1.34,-0.41,-1.37
-0.41,1.41,1.73,-0.93,-0.52
-0.93,1.4,1.74,0.41,1.34
0.41,1.74,1.42,0.96,0.55
0.96,1.75,1.35,-0.2,-1.16
-0.2,1.44,1.7,-0.92,-0.72
-0.92,1.35,1.74,0.1,1.02
0.1,1.68,1.45,0.99,0.89
0.99,1.79,1.3,0.3,-0.69
0.3,1.49,1.6,-0.92,-1.22
-0.92,1.27,1.84,-0.53,0.39
-0.53,1.48,1.57,0.84,1.37
0.84,1.8,1.28,0.89,0.05
0.89,1.62,1.38,-0.61,-1.5
-0.61,1.28,1.77,-0.88,-0.27
-0.88,1.34,1.69,0.44,1.32
0.44,1.73,1.37,1,0.56
1,1.71,1.32,-0.36,-1.36
-0.36,1.39,1.7,-0.9,-0.54
-0.9,1.39,1.72,0.52,1.42
0.52,1.73,1.39,0.85,0.33
0.85,1.7,1.31,-0.32,-1.17
-0.32,1.38,1.67,-0.97,-0.65
-0.97,1.33,1.72,0.34,1.31
